Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating,genres,steam_total_reviews,steam_positive_review_ratio,steam_score,transformed_user_score
Magna Carta: Tears of Blood,PS2,2004.0,Role-Playing,505 Games,0.11,0.08,0.0,0.03,0.22,66.0,34.0,7.0,22.0,T,,,,,7.0
Capcom vs. SNK,DC,2000.0,Fighting,Virgin Interactive,0.0,0.0,0.22,0.0,0.22,80.0,17.0,9.0,24.0,T,,,,,9.0
Pinball Hall of Fame: The Williams Collection,PS3,2009.0,Misc,Crave Entertainment,0.2,0.0,0.0,0.02,0.22,82.0,16.0,7.9,8.0,E10+,,,,,7.9
Aliens vs Predator: Requiem,PSP,2007.0,Action,Vivendi Games,0.03,0.12,0.0,0.07,0.22,49.0,34.0,5.6,19.0,T,,,,,5.6
Star Wars: The Force Unleashed II,DS,2010.0,Action,LucasArts,0.17,0.03,0.0,0.02,0.22,43.0,5.0,4.0,5.0,T,,,,,4.0
From Russia With Love,GC,2005.0,Action,Electronic Arts,0.17,0.04,0.0,0.01,0.22,70.0,20.0,8.5,13.0,T,,,,,8.5
Guitar Hero: Smash Hits,PS2,2009.0,Misc,Activision,0.11,0.01,0.0,0.1,0.22,69.0,6.0,8.3,6.0,T,,,,,8.3
NFL Quarterback Club 2002,PS2,2001.0,Sports,Acclaim Entertainment,0.11,0.08,0.0,0.03,0.22,67.0,12.0,7.8,6.0,E,,,,,7.8
LEGO The Lord of the Rings,PC,2012.0,Action,Warner Bros. Interactive Entertainment,0.07,0.13,0.0,0.03,0.22,80.0,6.0,8.2,127.0,E10+,,,,,8.2
NCAA Basketball 09,X360,2008.0,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.22,70.0,23.0,5.6,8.0,E,,,,,5.6
Lords of the Fallen,XOne,2014.0,Role-Playing,Square Enix,0.1,0.1,0.0,0.02,0.22,71.0,13.0,6.6,167.0,M,,,,,6.6
Shin Megami Tensei: Persona,PSP,2009.0,Role-Playing,Atlus,0.08,0.0,0.13,0.01,0.22,78.0,30.0,8.0,47.0,T,,,,,8.0
Dying Light,PC,2015.0,Action,Warner Bros. Interactive Entertainment,0.14,0.06,0.0,0.02,0.22,75.0,40.0,7.9,1304.0,M,Action;RPG,84368.0,0.926796889816044,9.3,8.8
Growlanser: Heritage of War,PS2,2006.0,Role-Playing,Rising Star Games,0.11,0.08,0.0,0.03,0.22,60.0,7.0,7.9,9.0,T,,,,,7.9
Ben 10 Alien Force: Vilgax Attacks,X360,2009.0,Action,D3Publisher,0.11,0.09,0.0,0.02,0.22,61.0,9.0,8.3,4.0,E10+,,,,,8.3
Rugby 2004,PS2,2003.0,Sports,Electronic Arts,0.11,0.08,0.0,0.03,0.22,61.0,13.0,6.8,65.0,E,,,,,6.8
Deadly Creatures,Wii,2009.0,Action,THQ,0.08,0.12,0.0,0.02,0.22,72.0,45.0,8.8,36.0,T,,,,,8.8
NBA 06,PSP,2005.0,Sports,Sony Computer Entertainment,0.2,0.0,0.0,0.02,0.22,72.0,19.0,5.4,8.0,E,,,,,5.4
KORG DS-10 Synthesizer,DS,2008.0,Misc,AQ Interactive,0.19,0.01,0.0,0.02,0.22,82.0,11.0,8.2,13.0,E,,,,,8.2
Tropico 3,X360,2009.0,Strategy,Kalypso Media,0.15,0.02,0.03,0.01,0.22,75.0,33.0,6.6,22.0,T,Simulation;Strategy,1514.0,0.8837516512549538,8.8,8.1
Naruto: Ninja Council,GBA,2003.0,Action,Tomy Corporation,0.16,0.06,0.0,0.0,0.22,60.0,12.0,7.1,9.0,E10+,,,,,7.1
Dead Island,PC,2011.0,Action,Deep Silver,0.12,0.07,0.0,0.03,0.22,80.0,24.0,6.8,1434.0,M,,,,,6.8
NFL 2K3,GC,2002.0,Sports,Sega,0.17,0.04,0.0,0.01,0.22,92.0,24.0,8.3,15.0,E,,,,,8.3
The Wolf Among Us,PS4,2014.0,Adventure,Telltale Games,0.11,0.07,0.0,0.04,0.22,83.0,6.0,8.4,264.0,M,Adventure,21644.0,0.9761134725559046,9.8,9.3
Hunted: The Demons Forge,X360,2011.0,Action,Bethesda Softworks,0.13,0.06,0.0,0.02,0.22,61.0,59.0,6.0,116.0,M,,,,,6.0
American Idol,GBA,2003.0,Misc,Codemasters,0.15,0.06,0.0,0.0,0.22,,,4.8,5.0,E,,,,,4.8
Britneys Dance Beat,GBA,2002.0,Misc,THQ,0.15,0.06,0.0,0.0,0.22,53.0,14.0,7.4,5.0,E,,,,,7.4
Full Auto,X360,2006.0,Shooter,Sega,0.19,0.01,0.0,0.02,0.22,70.0,63.0,7.8,36.0,T,,,,,7.8
Shrek SuperSlam,GC,2005.0,Action,Activision,0.17,0.04,0.0,0.01,0.22,70.0,11.0,7.7,7.0,E10+,,,,,7.7
BioShock The Collection,XOne,2016.0,Shooter,Take-Two Interactive,0.12,0.07,0.0,0.02,0.22,84.0,17.0,8.5,81.0,M,,,,,8.5
Tony Hawks Pro Skater 5,PS4,2015.0,Sports,Activision,0.1,0.08,0.0,0.04,0.22,32.0,43.0,1.5,429.0,T,,,,,1.5
Herdy Gerdy,PS2,2002.0,Adventure,Eidos Interactive,0.11,0.08,0.0,0.03,0.22,69.0,24.0,5.0,12.0,E,,,,,5.0
Afrika,PS3,2008.0,Adventure,Unknown,0.12,0.0,0.08,0.01,0.22,63.0,12.0,6.2,34.0,E10+,,,,,6.2
Over G Fighters,X360,2006.0,Simulation,Ubisoft,0.19,0.01,0.0,0.02,0.21,49.0,36.0,6.1,50.0,T,,,,,6.1
The Dukes of Hazzard: Return of the General Lee,PS2,2004.0,Racing,Ubisoft,0.11,0.08,0.0,0.03,0.21,52.0,17.0,6.8,8.0,E,,,,,6.8
Code Name: S.T.E.A.M.,3DS,2015.0,Strategy,Nintendo,0.14,0.05,0.01,0.02,0.21,69.0,69.0,7.8,126.0,T,,,,,7.8
NBA Live 15,XOne,2014.0,Sports,Electronic Arts,0.17,0.02,0.0,0.02,0.21,53.0,9.0,6.8,53.0,E,,,,,6.8
Crash N Burn,PS2,2004.0,Racing,Eidos Interactive,0.11,0.08,0.0,0.03,0.21,63.0,17.0,8.0,7.0,T,,,,,8.0
NBA,PSP,2005.0,Sports,Sony Computer Entertainment,0.2,0.0,0.0,0.02,0.21,57.0,25.0,6.9,14.0,E,,,,,6.9
Teenage Mutant Ninja Turtles: Smash-Up,PS2,2009.0,Fighting,Ubisoft,0.11,0.08,0.0,0.03,0.21,,,8.4,12.0,E10+,,,,,8.4
Disaster Report,PS2,2002.0,Action,Agetec,0.03,0.02,0.15,0.01,0.21,66.0,28.0,8.0,7.0,T,,,,,8.0
Armored Core V,X360,2012.0,Simulation,Namco Bandai Games,0.13,0.03,0.04,0.01,0.21,68.0,37.0,7.2,37.0,T,,,,,7.2
College Hoops 2K7,X360,2006.0,Sports,Take-Two Interactive,0.2,0.0,0.0,0.02,0.21,82.0,22.0,8.2,12.0,E,,,,,8.2
Rampage: Total Destruction,Wii,2006.0,Action,Midway Games,0.19,0.01,0.0,0.02,0.21,46.0,21.0,5.6,19.0,E10+,,,,,5.6
The Bards Tale,PS2,2004.0,Role-Playing,Ubisoft,0.1,0.08,0.0,0.03,0.21,76.0,44.0,8.6,14.0,T,,,,,8.6
Robotech: The Macross Saga,GBA,2002.0,Shooter,TDK Mediactive,0.15,0.06,0.0,0.0,0.21,61.0,8.0,6.5,4.0,E,,,,,6.5
Yu Yu Hakusho: Dark Tournament,PS2,2004.0,Fighting,Atari,0.1,0.08,0.0,0.03,0.21,56.0,15.0,8.5,18.0,T,,,,,8.5
Conflict Zone,PS2,2002.0,Strategy,Ubisoft,0.1,0.08,0.0,0.03,0.21,47.0,7.0,7.4,8.0,T,,,,,7.4
The Bureau: XCOM Declassified,X360,2013.0,Shooter,Take-Two Interactive,0.1,0.1,0.0,0.02,0.21,68.0,30.0,6.7,119.0,M,Action,9584.0,0.6950125208681135,7.0,6.9
BloodRayne,X,2002.0,Shooter,Universal Interactive,0.16,0.05,0.0,0.01,0.21,76.0,20.0,7.5,6.0,M,Action,479.0,0.7703549060542797,7.7,7.7
NHL 2K6,X,2005.0,Sports,Take-Two Interactive,0.16,0.05,0.0,0.01,0.21,83.0,32.0,7.5,26.0,E10+,,,,,7.5
Hannah Montana: The Movie,X360,2009.0,Adventure,Disney Interactive Studios,0.14,0.05,0.0,0.02,0.21,25.0,4.0,3.8,48.0,E,,,,,3.8
Tenchu: Return From Darkness,X,2004.0,Action,Activision,0.16,0.05,0.0,0.01,0.21,70.0,55.0,7.0,6.0,M,,,,,7.0
World Poker Tour,PS2,2005.0,Misc,Take-Two Interactive,0.1,0.08,0.0,0.03,0.21,60.0,17.0,8.6,5.0,T,,,,,8.6
Neo Contra,PS2,2004.0,Shooter,Konami Digital Entertainment,0.1,0.08,0.0,0.03,0.21,65.0,37.0,7.1,8.0,M,,,,,7.1
MVP Baseball,PSP,2005.0,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.21,67.0,21.0,7.7,16.0,E,,,,,7.7
Wheres Waldo? The Fantastic Journey,DS,2009.0,Adventure,Ubisoft,0.2,0.0,0.0,0.02,0.21,,,8.9,8.0,E,,,,,8.9
Tony Hawks American Sk8land,DS,2005.0,Sports,Activision,0.19,0.0,0.0,0.02,0.21,84.0,31.0,8.7,55.0,E,,,,,8.7
Madden NFL 07,DS,2006.0,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.21,70.0,9.0,6.5,10.0,E,,,,,6.5
Journey,PS3,2012.0,Adventure,Sony Computer Entertainment Europe,0.04,0.13,0.0,0.04,0.21,92.0,78.0,8.8,1386.0,E,,,,,8.8
The BIGS 2,X360,2009.0,Sports,Take-Two Interactive,0.19,0.01,0.0,0.02,0.21,76.0,31.0,6.2,35.0,E10+,,,,,6.2
Viewtiful Joe 2,PS2,2004.0,Action,Capcom,0.1,0.08,0.0,0.03,0.21,85.0,29.0,7.7,17.0,T,,,,,7.7
Quake III: Revolution,PS2,2001.0,Shooter,Electronic Arts,0.1,0.08,0.0,0.03,0.21,84.0,18.0,7.2,11.0,M,,,,,7.2
Pac-Man World 3,PS2,2005.0,Platform,Namco Bandai Games,0.1,0.08,0.0,0.03,0.21,63.0,22.0,5.2,13.0,E,,,,,5.2
SBK X: Superbike World Championship,PS3,2010.0,Racing,Black Bean Games,0.05,0.12,0.0,0.04,0.21,73.0,4.0,7.5,4.0,E10+,,,,,7.5
50 Cent: Blood on the Sand,X360,2009.0,Shooter,THQ,0.12,0.07,0.0,0.02,0.21,71.0,54.0,6.4,65.0,M,,,,,6.4
Robotech: Battlecry,X,2002.0,Shooter,TDK Mediactive,0.16,0.05,0.0,0.01,0.21,74.0,22.0,7.0,10.0,T,,,,,7.0
HBO Boxing,PS,2000.0,Fighting,Acclaim Entertainment,0.12,0.08,0.0,0.01,0.21,26.0,7.0,4.0,5.0,E,,,,,4.0
Bass Pro Shops: The Strike,X360,2009.0,Sports,XS Games,0.2,0.0,0.0,0.02,0.21,63.0,4.0,5.8,5.0,E,,,,,5.8
Darkwatch,X,2005.0,Shooter,Ubisoft,0.16,0.05,0.0,0.01,0.21,75.0,43.0,8.0,22.0,M,,,,,8.0
Disgaea D2: A Brighter Darkness,PS3,2013.0,Role-Playing,Nippon Ichi Software,0.09,0.0,0.1,0.02,0.21,74.0,37.0,8.1,61.0,T,,,,,8.1
Maximo vs Army of Zin,PS2,2003.0,Platform,Capcom,0.1,0.08,0.0,0.03,0.21,83.0,46.0,7.8,13.0,T,,,,,7.8
God of War Collection,PSV,2014.0,Action,Sony Computer Entertainment,0.08,0.07,0.01,0.05,0.21,73.0,28.0,7.4,133.0,M,,,,,7.4
Summoner 2,PS2,2002.0,Role-Playing,THQ,0.1,0.08,0.0,0.03,0.21,76.0,20.0,8.3,22.0,T,,,,,8.3
Guitar Hero Live,WiiU,2015.0,Misc,Activision,0.13,0.06,0.0,0.02,0.21,84.0,4.0,6.1,36.0,T,,,,,6.1
Shadow of Destiny,PS2,2001.0,Adventure,Konami Digital Entertainment,0.09,0.07,0.03,0.02,0.21,78.0,18.0,8.2,19.0,T,,,,,8.2
Ninja Gaiden: Dragon Sword,DS,2008.0,Action,Tecmo Koei,0.16,0.01,0.02,0.02,0.21,83.0,52.0,7.8,36.0,T,,,,,7.8
Cabelas Deer Hunt: 2004 Season,X,2003.0,Sports,Activision Value,0.16,0.05,0.0,0.01,0.21,65.0,5.0,8.4,16.0,T,,,,,8.4
Brunswick Pro Bowling,PSP,2007.0,Sports,505 Games,0.19,0.0,0.0,0.02,0.21,,,7.3,4.0,E,,,,,7.3
Pro Evolution Soccer 2012,Wii,2011.0,Action,Konami Digital Entertainment,0.08,0.08,0.03,0.02,0.21,79.0,9.0,7.0,12.0,E,,,,,7.0
The Legend of Spyro: The Eternal Night,Wii,2007.0,Platform,Vivendi Games,0.18,0.02,0.0,0.02,0.21,60.0,8.0,6.4,15.0,E10+,,,,,6.4
NBA 2K17,PS3,2016.0,Sports,Take-Two Interactive,0.09,0.08,0.01,0.03,0.21,,,1.7,10.0,E,Sports,8246.0,0.5278923114237206,5.3,4.5
Cursed Mountain,Wii,2009.0,Adventure,Deep Silver,0.09,0.1,0.0,0.02,0.21,67.0,51.0,7.6,33.0,M,,,,,7.6
Age of Empires: Mythologies,DS,2008.0,Strategy,THQ,0.16,0.03,0.0,0.02,0.21,78.0,28.0,7.0,21.0,E10+,,,,,7.0
Saints Row IV,XOne,2015.0,Action,Deep Silver,0.1,0.09,0.0,0.02,0.21,,,,,,Action;Adventure,59036.0,0.9162375499695101,9.2,9.2
Heroes of Ruin,3DS,2012.0,Role-Playing,Nintendo,0.13,0.07,0.0,0.02,0.21,69.0,53.0,7.4,50.0,T,,,,,7.4
A Boy and His Blo,Wii,2009.0,Platform,Majesco Entertainment,0.18,0.01,0.0,0.01,0.21,80.0,43.0,8.7,35.0,E,,,,,8.7
SBK Superbike World Championship,X360,2008.0,Racing,Black Bean Games,0.06,0.14,0.0,0.01,0.21,63.0,17.0,8.0,6.0,E10+,,,,,8.0
Bionicle,GC,2003.0,Action,Electronic Arts,0.16,0.04,0.0,0.01,0.21,47.0,5.0,4.2,5.0,E,,,,,4.2
Zombie Army Trilogy,PS4,2015.0,Shooter,Rebellion Developments,0.05,0.12,0.0,0.03,0.21,62.0,26.0,6.8,88.0,,Action,9802.0,0.8643134054274638,8.6,8.0
Prince of Persia: Revelations,PSP,2005.0,Adventure,Ubisoft,0.18,0.01,0.0,0.02,0.21,65.0,27.0,8.0,27.0,M,,,,,8.0
Baja: Edge of Control,PS3,2008.0,Racing,THQ,0.1,0.08,0.0,0.03,0.21,61.0,21.0,5.0,11.0,E,,,,,5.0
The Witch and the Hundred Knight,PS3,2013.0,Role-Playing,Nippon Ichi Software,0.07,0.02,0.1,0.02,0.21,53.0,44.0,7.5,80.0,T,,,,,7.5
G.I. Joe: The Rise of Cobra,PS3,2009.0,Action,Electronic Arts,0.11,0.07,0.0,0.03,0.21,43.0,32.0,4.8,13.0,T,,,,,4.8
UFC Undisputed 2010,PSP,2010.0,Fighting,THQ,0.11,0.06,0.0,0.04,0.21,74.0,27.0,7.0,13.0,T,,,,,7.0
World Series of Poker,PSP,2005.0,Misc,Activision,0.19,0.0,0.0,0.02,0.21,37.0,6.0,6.4,20.0,E10+,,,,,6.4
Rayman Raving Rabbids,X360,2007.0,Misc,Ubisoft,0.18,0.01,0.0,0.02,0.21,67.0,16.0,7.3,19.0,E,,,,,7.3
Deus Ex: The Conspiracy,PS2,2002.0,Action,Eidos Interactive,0.1,0.08,0.0,0.03,0.21,81.0,25.0,8.9,50.0,M,,,,,8.9
MLB 10: The Show,PSP,2010.0,Sports,Sony Computer Entertainment,0.19,0.0,0.0,0.02,0.21,79.0,11.0,6.6,8.0,E,,,,,6.6
Unreal II: The Awakening,X,2004.0,Shooter,Atari,0.17,0.04,0.0,0.01,0.21,64.0,27.0,5.3,20.0,M,,,,,5.3
Rumble Racing,PS2,2001.0,Racing,Electronic Arts,0.1,0.08,0.0,0.03,0.21,85.0,17.0,8.2,9.0,E,,,,,8.2
Spider-Man: Web of Shadows,PS2,2008.0,Action,Activision,0.1,0.08,0.0,0.03,0.21,69.0,4.0,4.1,16.0,E10+,,,,,4.1
Vampire Rain,X360,2007.0,Action,Microsoft Game Studios,0.18,0.0,0.01,0.01,0.21,38.0,45.0,2.9,44.0,M,,,,,2.9
Batman Begins,X,2005.0,Action,Electronic Arts,0.16,0.04,0.0,0.01,0.21,65.0,56.0,7.1,21.0,T,,,,,7.1
FIFA 16,PC,2015.0,Sports,Electronic Arts,0.06,0.13,0.0,0.02,0.21,81.0,10.0,4.4,299.0,E,,,,,4.4
JSRF: Jet Set Radio Future,X,2002.0,Action,Sega,0.13,0.04,0.03,0.01,0.21,88.0,36.0,8.2,103.0,T,,,,,8.2
NHL Hitz 20-02,GC,2001.0,Sports,Midway Games,0.16,0.04,0.0,0.01,0.21,79.0,13.0,8.7,7.0,E,,,,,8.7
J Stars Victory Vs.,PSV,2014.0,Fighting,Namco Bandai Games,0.0,0.03,0.17,0.01,0.21,74.0,5.0,7.9,29.0,T,,,,,7.9
Way of the Samurai 3,X360,2009.0,Action,Gamebridge,0.12,0.05,0.02,0.02,0.21,55.0,22.0,7.0,17.0,M,Action;Adventure,265.0,0.7773584905660378,7.8,7.5
NCAA Football 2003,GC,2002.0,Sports,Electronic Arts,0.16,0.04,0.0,0.01,0.21,91.0,11.0,8.1,9.0,E,,,,,8.1
de Blob 2,PS3,2011.0,Platform,THQ,0.11,0.07,0.0,0.03,0.21,74.0,50.0,7.1,34.0,E10+,Action;Adventure;Indie,34.0,0.8529411764705882,8.5,7.8
Hitman: HD Trilogy,PS3,2013.0,Action,Square Enix,0.07,0.09,0.0,0.04,0.21,71.0,20.0,7.6,47.0,M,,,,,7.6
Greg Hastings Paintball 2,X360,2010.0,Shooter,Majesco Entertainment,0.19,0.0,0.0,0.01,0.21,,,7.3,8.0,E10+,,,,,7.3
ESPN Winter X Games: Snowboarding 2002,PS2,2000.0,Sports,Konami Digital Entertainment,0.1,0.08,0.0,0.03,0.21,64.0,14.0,7.9,8.0,T,,,,,7.9
Prison Break: The Conspiracy,X360,2010.0,Action,Deep Silver,0.07,0.11,0.0,0.02,0.21,40.0,37.0,4.7,19.0,T,,,,,4.7
Final Fantasy Fables: Chocobos Dungeon,Wii,2007.0,Role-Playing,Square Enix,0.09,0.0,0.11,0.01,0.21,76.0,34.0,8.0,20.0,E10+,,,,,8.0
The Legend of Heroes: Trails of Cold Steel,PS3,2013.0,Role-Playing,Nippon Ichi Software,0.06,0.02,0.12,0.02,0.21,86.0,12.0,7.7,129.0,T,RPG,2122.0,0.9566446748350612,9.6,8.9
Project: Snowblind,PS2,2005.0,Action,Eidos Interactive,0.1,0.08,0.0,0.03,0.21,78.0,54.0,8.3,23.0,T,Action,236.0,0.7415254237288136,7.4,7.7
You Dont Know Jack,Wii,2011.0,Misc,THQ,0.19,0.0,0.0,0.01,0.21,81.0,5.0,7.7,6.0,T,,,,,7.7
Mortal Kombat: Special Forces,PS,2000.0,Fighting,Midway Games,0.12,0.08,0.0,0.01,0.21,28.0,7.0,2.4,17.0,M,,,,,2.4
The Last Airbender,Wii,2010.0,Action,THQ,0.12,0.07,0.0,0.02,0.21,53.0,4.0,6.6,5.0,T,,,,,6.6
NCAA March Madness 07,X360,2007.0,Sports,Electronic Arts,0.19,0.0,0.0,0.02,0.21,67.0,33.0,7.1,15.0,E,,,,,7.1
The Con,PSP,2005.0,Fighting,Sony Computer Entertainment,0.19,0.0,0.0,0.02,0.21,63.0,37.0,7.3,16.0,T,,,,,7.3
StokEd,X360,2009.0,Sports,Zushi Games,0.18,0.01,0.0,0.01,0.21,68.0,34.0,8.6,19.0,T,,,,,8.6
Evil Dead: Regeneration,PS2,2005.0,Action,THQ,0.1,0.08,0.0,0.03,0.21,68.0,26.0,8.5,8.0,M,,,,,8.5
Defiance,PC,2013.0,Shooter,Trion Worlds,0.14,0.04,0.0,0.02,0.21,64.0,40.0,6.5,661.0,M,Action;Free to Play;Massively Multiplayer;RPG,11958.0,0.7651781234320121,7.7,7.2
Frogger 3D,3DS,2011.0,Action,Konami Digital Entertainment,0.16,0.03,0.0,0.01,0.21,54.0,11.0,5.5,8.0,E,,,,,5.5
NHL 2003,X,2002.0,Sports,Electronic Arts,0.15,0.04,0.0,0.01,0.21,80.0,12.0,7.9,12.0,E,,,,,7.9
Tiger Woods PGA Tour,PSP,2005.0,Sports,Electronic Arts,0.19,0.0,0.0,0.02,0.21,78.0,25.0,7.4,14.0,E,,,,,7.4
NHL 2K3,PS2,2002.0,Sports,Sega,0.1,0.08,0.0,0.03,0.21,89.0,25.0,7.8,17.0,E,,,,,7.8
You Dont Know Jack,X360,2011.0,Misc,THQ,0.19,0.0,0.0,0.01,0.21,82.0,23.0,7.9,29.0,T,,,,,7.9
Final Fight One,GBA,2001.0,Fighting,Ubisoft,0.09,0.03,0.08,0.0,0.21,82.0,16.0,7.8,8.0,E,,,,,7.8
Gallop Racer 2003: A New Breed,PS2,2002.0,Sports,Zoo Digital Publishing,0.04,0.03,0.12,0.01,0.21,68.0,16.0,8.5,15.0,E,,,,,8.5
Blue Dragon Plus,DS,2008.0,Role-Playing,Ignition Entertainment,0.12,0.03,0.05,0.01,0.21,69.0,46.0,6.5,15.0,E,,,,,6.5
BeyBlade VForce: Super Tournament Battle,GC,2002.0,Action,Atari,0.16,0.04,0.0,0.01,0.21,33.0,6.0,7.1,19.0,E,,,,,7.1
NBA 2K17,X360,2016.0,Sports,Take-Two Interactive,0.15,0.04,0.0,0.02,0.21,,,3.1,12.0,E,Sports,8246.0,0.5278923114237206,5.3,4.8
Dead to Rights: Retribution,X360,2010.0,Shooter,Namco Bandai Games,0.11,0.08,0.0,0.02,0.21,61.0,64.0,7.0,34.0,M,,,,,7.0
NBA Live 14,XOne,2013.0,Sports,Electronic Arts,0.17,0.02,0.0,0.02,0.21,36.0,14.0,3.1,88.0,E,,,,,3.1
Lost Planet 3,PS3,2013.0,Shooter,Capcom,0.07,0.05,0.06,0.02,0.21,61.0,30.0,5.5,102.0,T,,,,,5.5
Dragon Ball Z: Sagas,GC,2005.0,Fighting,Atari,0.16,0.04,0.0,0.01,0.21,48.0,11.0,6.6,11.0,T,,,,,6.6
X2: Wolverines Revenge,X,2003.0,Platform,Activision,0.15,0.04,0.0,0.01,0.21,58.0,27.0,6.4,9.0,T,,,,,6.4
Tenchu: Shadow Assassins,Wii,2008.0,Action,Ubisoft,0.15,0.01,0.03,0.01,0.21,70.0,35.0,7.8,24.0,M,,,,,7.8
Power Rangers: Wild Force,GBA,2002.0,Action,THQ,0.15,0.05,0.0,0.0,0.21,55.0,4.0,6.9,8.0,E,,,,,6.9
Beyblade G-Revolution,GBA,2004.0,Action,Atari,0.15,0.05,0.0,0.0,0.2,40.0,5.0,7.8,5.0,E,,,,,7.8
Capcom Fighting Evolution,PS2,2004.0,Fighting,Capcom,0.1,0.08,0.0,0.03,0.2,57.0,33.0,4.8,5.0,T,,,,,4.8
Anarchy Reigns,PS3,2012.0,Action,Sega,0.1,0.03,0.06,0.02,0.2,71.0,35.0,8.2,106.0,M,,,,,8.2
Mobile Suit Gundam: Crossfire,PS3,2006.0,Simulation,Namco Bandai Games,0.06,0.0,0.14,0.01,0.2,33.0,31.0,5.1,47.0,T,,,,,5.1
Suikoden Tactics,PS2,2005.0,Strategy,Konami Digital Entertainment,0.06,0.05,0.07,0.02,0.2,68.0,31.0,8.6,17.0,T,,,,,8.6
NCAA March Madness 06,X,2005.0,Sports,Electronic Arts,0.15,0.04,0.0,0.01,0.2,76.0,21.0,7.2,5.0,E,,,,,7.2
Sniper: Ghost Warrior 2,X360,2013.0,Shooter,City Interactive,0.06,0.12,0.0,0.02,0.2,52.0,33.0,5.7,110.0,M,Action,9499.0,0.713232971891778,7.1,6.6
EVE Online,PC,2003.0,Role-Playing,CCP,0.0,0.19,0.0,0.01,0.2,69.0,22.0,7.4,282.0,T,Action;Free to Play;Massively Multiplayer;RPG;Strategy,11149.0,0.7459861871019823,7.5,7.5
Phantasy Star Online,DC,2000.0,Role-Playing,Sega,0.0,0.0,0.2,0.0,0.2,89.0,21.0,9.1,33.0,T,,,,,9.1
Crazy Taxi 3: High Roller,X,2002.0,Racing,Sega,0.14,0.04,0.02,0.01,0.2,69.0,33.0,8.5,13.0,T,,,,,8.5
Midnight Club 3: DUB Edition Remix,X,2006.0,Racing,Take-Two Interactive,0.15,0.04,0.0,0.01,0.2,87.0,16.0,5.3,18.0,E10+,,,,,5.3
"Warhammer 40,000: Space Marine",PC,2011.0,Shooter,THQ,0.09,0.09,0.0,0.03,0.2,74.0,34.0,7.4,598.0,M,Action,10845.0,0.9079760258183495,9.1,8.4
Dungeon Hunter Alliance,PSV,2012.0,Action,Ubisoft,0.08,0.09,0.0,0.03,0.2,49.0,34.0,6.4,61.0,T,,,,,6.4
The Bible Game,PS2,2005.0,Misc,Crave Entertainment,0.1,0.08,0.0,0.03,0.2,,,5.4,22.0,E,,,,,5.4
Thrillville,PSP,2006.0,Strategy,Atari,0.18,0.0,0.0,0.02,0.2,72.0,13.0,2.8,39.0,E10+,,,,,2.8
The King of Fighters Collection: The Orochi Saga,PS2,2006.0,Fighting,Ignition Entertainment,0.1,0.08,0.0,0.03,0.2,67.0,14.0,8.5,4.0,T,,,,,8.5
Disney's Planes,WiiU,2013.0,Simulation,Disney Interactive Studios,0.14,0.04,0.0,0.02,0.2,51.0,10.0,5.3,9.0,E,,,,,5.3
Saturday Night Speedway,PS2,2004.0,Racing,Play It,0.1,0.08,0.0,0.03,0.2,,,8.7,7.0,E,,,,,8.7
MLB SlugFest 20-03,X,2002.0,Sports,Midway Games,0.15,0.04,0.0,0.01,0.2,79.0,9.0,7.8,5.0,E,,,,,7.8
Pitfall: The Lost Expedition,PS2,2004.0,Platform,Activision,0.1,0.08,0.0,0.03,0.2,70.0,34.0,8.9,12.0,E,,,,,8.9
Need for Speed Carbon: Own the City,DS,2006.0,Racing,Electronic Arts,0.17,0.01,0.0,0.02,0.2,70.0,6.0,7.5,15.0,E,,,,,7.5
Zone of the Enders HD Collection,X360,2012.0,Simulation,Konami Digital Entertainment,0.14,0.03,0.01,0.02,0.2,75.0,21.0,8.8,20.0,M,,,,,8.8
Enchanted Arms,PS3,2007.0,Role-Playing,Ubisoft,0.17,0.01,0.0,0.02,0.2,64.0,23.0,6.0,41.0,T,,,,,6.0
Silent Hill: Book of Memories,PSV,2012.0,Action,Konami Digital Entertainment,0.11,0.05,0.0,0.04,0.2,58.0,57.0,5.1,103.0,M,,,,,5.1
Le Mans 24 Hours,PS2,2001.0,Racing,Infogrames,0.09,0.07,0.02,0.02,0.2,75.0,19.0,7.6,9.0,E,,,,,7.6
Senran Kagura: Estival Versus,PSV,2015.0,Action,Marvelous Interactive,0.05,0.03,0.09,0.03,0.2,71.0,4.0,7.4,34.0,M,,,,,7.4
Dragon Ball Z: Harukanaru Densetsu,DS,2007.0,Role-Playing,Namco Bandai Games,0.19,0.0,0.0,0.02,0.2,57.0,16.0,6.4,11.0,E,,,,,6.4
Corpse Party: Blood Drive,PSV,2014.0,Adventure,Marvelous Interactive,0.09,0.01,0.06,0.04,0.2,60.0,19.0,7.4,58.0,M,,,,,7.4
Harvest Moon: More Friends of Mineral Town,GBA,2003.0,Simulation,Ubisoft,0.14,0.05,0.0,0.0,0.2,82.0,8.0,9.2,40.0,E,,,,,9.2
